entity_id,entity_type,timestamp,source_ip,geo_location,lat,lon,resource_accessed,resource_sensitivity,auth_method,auth_status,session_duration,command_sequence,device_fingerprint,label,hour_of_day,day_of_week,off_hours_score,resource_sensitivity_weight,auth_failure_flag,auth_method_encoded,geo_velocity,location_change,device_change,new_resource_access,new_device_flag,failed_login_count,historical_resource_score,historical_login_score,is_cold_start,resource_diversity,resource_frequency,anomaly_score,is_anomaly,predicted_attack,confidence_score,risk_score,severity,factor_device,factor_geo,factor_off_hours,factor_sensitivity,factor_failures
user_972,user,2026-07-16 04:11:31.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,3464.379692445133,6385.003586143814,1.0,0,1,16,0.5166666666666666,0.0,0,3,0.5166666666666666,0.7922250284146077,1,credential_stuffing,1.0,100,Critical,15,25,15,3,15
user_070,user,2026-07-16 04:11:34.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,1100.3956594205329,16094.499950077838,1.0,1,1,17,0.0,0.0838461538461538,0,5,0.0,0.9687743472193208,1,credential_stuffing,1.0,100,Critical,15,25,15,3,15
user_074,user,2026-07-16 04:11:40.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,737.8505361856718,6286.14937962506,1.0,1,1,19,0.0,0.051076923076923,0,3,0.0,0.957647260649774,1,credential_stuffing,1.0,100,Critical,15,23,15,3,15
user_303,user,2026-07-05 04:17:34.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,1636.876019436064,9916.298854184965,1.0,1,1,7,0.0,0.0,0,4,0.0,0.9857195021901346,1,credential_stuffing,1.0,100,Critical,15,25,15,3,10
user_657,user,2026-07-05 04:17:28.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,1360.3575951363605,9916.298854184965,1.0,1,1,5,0.0,0.0,0,4,0.0,0.9857195021901346,1,credential_stuffing,1.0,100,Critical,15,25,15,3,8
user_104,user,2026-07-16 04:11:55.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,553.1555555187376,8915.526545173054,1.0,1,1,24,0.0,0.0766666666666666,0,4,0.0,0.9702967419400964,1,credential_stuffing,1.0,99,Critical,15,17,15,3,15
user_794,user,2026-07-16 04:11:52.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,539.3019002743135,6475.890668350823,1.0,1,1,23,0.0,0.0,0,3,0.0,0.9468956381758048,1,credential_stuffing,1.0,98,Critical,15,17,15,3,15
user_418,user,2026-07-16 04:11:07.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,1648.7553287564551,6286.14937962506,1.0,0,1,8,0.524537037037037,0.0259259259259259,0,4,0.524537037037037,0.7985748478344512,1,credential_stuffing,1.0,98,Critical,15,25,15,3,12
user_598,user,2026-07-05 04:18:01.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,475.88126594184735,9916.298854184965,1.0,1,1,16,0.0,0.0,0,3,0.0,0.9750518530695644,1,credential_stuffing,1.0,97,Critical,15,15,15,3,15
user_385,user,2026-07-07 05:12:03.281142,103.22.227.66,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-74,impossible_travel,5,1,1.0,1.0,0,1,103515.22254688865,10351.522254688864,1.0,1,1,0,0.0,0.1206349206349206,0,6,0.0,0.8783255832505301,1,impossible_travel,1.0,96,Critical,15,25,15,10,0
user_621,user,2026-07-12 02:19:55.304354,103.22.222.119,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-59,impossible_travel,2,6,1.0,1.0,0,1,67203.08307463903,6720.308307463904,1.0,1,1,0,0.0,0.1152777777777777,0,3,0.0,0.8743416746220893,1,impossible_travel,1.0,96,Critical,15,25,15,10,0
user_015,user,2026-07-16 04:10:52.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,1399.440092566564,8915.526545173054,1.0,1,1,3,0.0,0.0,0,4,0.0,0.9620557281769734,1,credential_stuffing,0.98,96,Critical,15,25,15,3,4
user_967,user,2026-07-20 05:46:23.158483,103.22.245.91,Sydney,-33.8688,151.2093,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-38,impossible_travel,5,0,1.0,1.0,0,1,78258.18616516158,7825.818616516158,1.0,1,1,0,0.0,0.126551724137931,0,6,0.0,0.8918887561878087,1,impossible_travel,1.0,96,Critical,15,25,15,10,0
user_799,user,2026-07-09 04:23:57.627468,103.22.132.39,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-95,impossible_travel,4,3,1.0,1.0,0,1,97117.24818613744,9711.724818613746,1.0,1,1,0,0.0,0.15,0,6,0.0,0.8666467986032965,1,impossible_travel,1.0,95,Critical,15,25,15,10,0
user_394,user,2026-07-05 03:10:28.220580,103.22.113.162,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-29,impossible_travel,3,6,1.0,1.0,0,1,82746.14978384078,8274.61497838408,1.0,1,1,0,0.0,0.0999999999999999,0,4,0.0,0.8535466080700854,1,impossible_travel,1.0,95,Critical,15,25,15,10,0
user_596,user,2026-07-01 03:24:22.742547,103.22.6.135,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-98,impossible_travel,3,2,1.0,1.0,0,1,82746.14978384078,8274.61497838408,1.0,1,1,0,0.0,0.1111111111111111,0,6,0.0,0.8618370604437412,1,impossible_travel,1.0,95,Critical,15,25,15,10,0
user_533,user,2026-07-02 05:23:17.958951,103.22.200.19,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-76,impossible_travel,5,3,1.0,1.0,0,1,108517.32848762306,10851.732848762307,1.0,1,1,0,0.0,0.25,0,3,0.0,0.8655370605080297,1,impossible_travel,1.0,95,Critical,15,25,15,10,0
user_540,user,2026-07-05 04:17:58.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,413.53512815310825,6385.003586143814,1.0,1,1,15,0.0,0.0,0,5,0.0,0.9715644316972304,1,credential_stuffing,1.0,95,Critical,15,13,15,3,15
user_540,user,2026-07-06 05:48:09.244741,103.22.152.80,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-61,impossible_travel,5,0,1.0,1.0,0,1,108517.32848762306,10851.732848762307,1.0,1,1,0,0.0,0.0687499999999999,0,5,0.0,0.8550953667573572,1,impossible_travel,1.0,95,Critical,15,25,15,10,0
user_514,user,2026-07-01 04:59:05.133355,103.22.112.167,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-26,impossible_travel,4,2,1.0,1.0,0,1,78258.18616516158,7825.818616516158,1.0,1,1,0,0.0,0.2222222222222222,0,4,0.0,0.8527980433591438,1,impossible_travel,1.0,95,Critical,15,25,15,10,0
user_690,user,2026-07-11 04:14:05.397393,103.22.96.63,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-83,impossible_travel,4,5,1.0,1.0,0,1,97117.24818613744,9711.724818613746,1.0,1,1,0,0.0,0.0722222222222222,0,3,0.0,0.8360850686736845,1,impossible_travel,1.0,94,Critical,15,25,15,10,0
user_576,user,2026-07-13 04:03:04.226893,103.22.184.30,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-64,impossible_travel,4,0,1.0,1.0,0,1,67203.08307463903,6720.308307463904,1.0,1,1,0,0.0,0.0,0,4,0.0,0.8156238943691688,1,impossible_travel,1.0,94,Critical,15,25,15,10,0
user_106,user,2026-07-16 04:10:55.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,1352.5962753374338,16094.499950077838,1.0,0,1,4,0.0318181818181818,0.0,0,4,0.0318181818181818,0.8486992217328564,1,credential_stuffing,0.98,94,Critical,15,25,15,3,6
user_502,user,2026-07-02 04:05:35.664715,103.22.117.179,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-13,impossible_travel,4,3,1.0,1.0,0,1,108517.32848762306,10851.732848762307,1.0,1,1,0,0.0,0.0714285714285714,0,3,0.0,0.8153936049921927,1,impossible_travel,1.0,94,Critical,15,25,15,10,0
user_003,user,2026-07-03 02:17:11.940108,103.22.135.20,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-57,impossible_travel,2,4,1.0,1.0,0,1,67203.08307463903,6720.308307463904,1.0,1,1,0,0.0,0.1818181818181818,0,4,0.0,0.8400144967603593,1,impossible_travel,1.0,94,Critical,15,25,15,10,0
user_142,user,2026-06-29 04:59:43.404780,45.142.136.160,Moscow,55.7558,37.6173,HR_Portal,internal,password,failure,5,AUTH_ATTEMPT_FAILED,Unknown-Botnet-323,brute_force,4,0,1.0,0.3,1,1,2515.1180044908115,8420.712152110551,1.0,1,1,1,0.0,0.0,0,5,0.0,0.9810322308587216,1,brute_force,0.94,94,Critical,15,25,15,3,2
user_155,user,2026-07-02 04:05:54.238484,103.22.196.33,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-31,impossible_travel,4,3,1.0,1.0,0,1,95585.61370806638,9558.561370806638,1.0,1,1,0,0.0,0.0999999999999999,0,5,0.0,0.8284757706794761,1,impossible_travel,1.0,94,Critical,15,25,15,10,0
user_422,user,2026-07-22 02:03:29.406164,103.22.62.127,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-60,impossible_travel,2,2,1.0,1.0,0,1,103515.22254688865,10351.522254688864,1.0,1,1,0,0.0,0.0378378378378378,0,3,0.0,0.817066940428302,1,impossible_travel,1.0,94,Critical,15,25,15,10,0
user_085,user,2026-07-15 04:52:52.035932,103.22.229.51,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-10,impossible_travel,4,2,1.0,1.0,0,1,89155.26545173053,8915.526545173054,1.0,1,1,0,0.0,0.0749287749287749,0,4,0.0,0.8011025644599493,1,impossible_travel,1.0,93,Critical,15,25,15,10,0
user_913,user,2026-07-16 02:01:18.380331,103.22.191.109,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-58,impossible_travel,2,3,1.0,1.0,0,1,95585.61370806638,9558.561370806638,1.0,1,1,0,0.0,0.0269230769230769,0,5,0.0,0.8120966413286427,1,impossible_travel,1.0,93,Critical,15,25,15,10,0
user_530,user,2026-07-14 20:21:05.514219,185.220.54.49,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,20,1,0.0,0.3,1,1,1447.2564361699324,6286.14937962506,1.0,1,1,13,0.0,0.0304347826086956,0,5,0.0,0.930077092282644,1,credential_stuffing,1.0,91,Critical,15,25,0,3,15
user_171,user,2026-07-06 14:58:48.767075,185.220.210.213,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,14,0,0.0,0.3,1,1,13288.950738854895,8915.526545173054,1.0,1,1,22,0.0,0.0958333333333333,0,4,0.0,0.9459757299602058,1,credential_stuffing,1.0,91,Critical,15,25,0,3,15
user_158,user,2026-07-14 20:21:29.514219,185.220.54.49,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,20,1,0.0,0.3,1,1,7356.779137865931,877.4633259175432,1.0,1,1,21,0.0,0.0519230769230769,0,6,0.0,0.9477470551497676,1,credential_stuffing,1.0,91,Critical,15,25,0,3,15
user_462,user,2026-06-27 21:09:47.109909,103.22.136.93,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-63,impossible_travel,21,5,0.5,1.0,0,1,82746.14978384078,8274.61497838408,1.0,1,1,0,0.0,1.0,1,4,0.0,0.9174713470711152,1,impossible_travel,0.99,90,Critical,15,25,8,10,0
user_561,user,2026-07-14 20:21:02.514219,185.220.54.49,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,20,1,0.0,0.3,1,1,1044.415251571146,9916.298854184965,1.0,1,1,12,0.0,0.0,0,4,0.0,0.9165509199712822,1,credential_stuffing,1.0,90,Critical,15,25,0,3,15
user_296,user,2026-07-02 17:54:53.756931,185.220.129.140,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,17,3,0.0,0.3,1,1,1272.1914375252063,9105.205859445445,1.0,1,1,21,0.0,0.0,0,5,0.0,0.90911438197989,1,credential_stuffing,1.0,90,Critical,15,25,0,3,15
user_584,user,2026-07-02 17:55:02.756931,185.220.129.140,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,17,3,0.0,0.3,1,1,1669.8745751973297,6286.14937962506,1.0,1,1,24,0.0,0.0,0,4,0.0,0.9214440698681082,1,credential_stuffing,1.0,90,Critical,15,25,0,3,15
user_921,user,2026-07-02 17:55:05.756931,185.220.129.140,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,17,3,0.0,0.3,1,1,3928.300569553638,16094.499950077838,1.0,1,1,25,0.0,0.0,0,4,0.0,0.9271888850898784,1,credential_stuffing,1.0,90,Critical,15,25,0,3,15
user_117,user,2026-07-02 17:54:23.756931,185.220.129.140,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,17,3,0.0,0.3,1,1,1116.7992719572376,16094.499950077838,1.0,1,1,11,0.0,0.0,0,5,0.0,0.90911438197989,1,credential_stuffing,1.0,90,Critical,15,25,0,3,15
user_854,user,2026-07-05 04:18:22.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,229.18521602119804,9916.298854184965,1.0,1,1,23,0.0,0.1166666666666666,0,4,0.0,0.981213489253236,1,credential_stuffing,1.0,90,Critical,15,7,15,3,15
user_204,user,2026-07-05 04:18:25.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,398.9727732131764,6286.14937962506,1.0,0,1,24,0.5454545454545454,0.0,0,4,0.5454545454545454,0.8356595322800832,1,credential_stuffing,1.0,90,Critical,15,12,15,3,15
user_158,user,2026-06-28 22:22:09.785634,103.22.152.186,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-15,impossible_travel,22,6,0.5,1.0,0,1,97117.24818613744,9711.724818613746,1.0,1,1,0,0.0,0.25,0,6,0.0,0.90201741731021,1,impossible_travel,1.0,89,Critical,15,25,8,10,0
user_254,user,2026-07-16 04:11:43.888301,185.220.28.160,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,3,1.0,0.3,1,1,376.6734003923576,8915.526545173054,1.0,0,1,20,0.4164285714285713,0.0778571428571428,0,4,0.4164285714285713,0.8278099054874629,1,credential_stuffing,1.0,89,Critical,15,12,15,3,15
user_437,user,2026-07-05 04:17:40.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,265.30851385553814,9105.205859445445,1.0,1,1,9,0.0,0.0,0,4,0.0,0.961010801856923,1,credential_stuffing,1.0,88,Critical,15,8,15,3,14
user_812,user,2026-07-14 20:21:23.514219,185.220.54.49,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,20,1,0.0,0.3,1,1,1931.7033207762504,9105.205859445445,1.0,0,1,19,0.0269230769230769,0.0269230769230769,0,4,0.0269230769230769,0.8621550894465684,1,credential_stuffing,1.0,88,Critical,15,25,0,3,15
user_220,user,2026-07-20 23:22:15.857519,103.22.141.130,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-65,impossible_travel,23,0,0.5,1.0,0,1,97117.24818613744,9711.724818613746,1.0,1,1,0,0.0,0.0988571428571428,0,4,0.0,0.8739531900376453,1,impossible_travel,1.0,88,Critical,15,25,8,10,0
user_861,user,2026-06-29 22:33:42.043887,103.22.116.205,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-92,impossible_travel,22,0,0.5,1.0,0,1,103515.22254688865,10351.522254688864,1.0,1,1,0,0.0,0.25,0,5,0.0,0.874280187588761,1,impossible_travel,1.0,88,Critical,15,25,8,10,0
user_468,user,2026-07-24 02:08:59.593174,45.142.52.230,Moscow,55.7558,37.6173,HR_Portal,internal,password,failure,5,AUTH_ATTEMPT_FAILED,Unknown-Botnet-873,brute_force,2,4,1.0,0.3,1,1,1618.6278664499644,14496.158557674806,1.0,0,1,1,0.2155555555555555,0.0,0,4,0.2155555555555555,0.8161953635870406,1,brute_force,0.93,88,Critical,15,25,15,3,2
user_931,user,2026-07-02 17:54:32.756931,185.220.129.140,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,17,3,0.0,0.3,1,1,25589.44255967297,16094.499950077838,1.0,0,1,14,0.7,0.0999999999999999,0,4,0.7,0.8353664483197503,1,credential_stuffing,0.99,87,Critical,15,25,0,3,15
user_584,user,2026-07-04 21:12:04.574653,103.22.116.204,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-46,impossible_travel,21,5,0.5,1.0,0,1,67203.08307463903,6720.308307463904,1.0,1,1,0,0.0,0.1872727272727272,0,4,0.0,0.8428939218124718,1,impossible_travel,1.0,87,Critical,15,25,8,10,0
user_607,user,2026-07-05 04:18:28.034381,185.220.143.234,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,4,6,1.0,0.3,1,1,194.9960232271267,877.4633259175432,1.0,1,1,25,0.0,0.0,0,5,0.0,0.9502692545407116,1,credential_stuffing,1.0,87,Critical,15,6,15,3,15
user_920,user,2026-06-30 21:51:05.679401,103.22.124.46,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-38,impossible_travel,21,1,0.5,1.0,0,1,108517.32848762306,10851.732848762307,1.0,1,1,0,0.0,0.1999999999999999,0,5,0.0,0.8403177074089944,1,impossible_travel,1.0,87,Critical,15,25,8,10,0
user_075,user,2026-07-14 20:21:08.514219,185.220.54.49,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,20,1,0.0,0.3,1,1,1600.195771243473,9916.298854184965,1.0,0,1,14,0.472053872053872,0.0791245791245791,0,3,0.472053872053872,0.8191413244341748,1,credential_stuffing,1.0,87,Critical,15,25,0,3,15
user_463,user,2026-07-06 14:58:03.767075,185.220.210.213,Berlin,52.52,13.405,Company_Wiki,internal,password,failure,2,CREDENTIAL_CHECK_FAIL,Automated-Python-Script,credential_stuffing,14,0,0.0,0.3,1,1,1925.8760459909904,8915.526545173054,1.0,1,1,7,0.0,0.0883333333333333,0,3,0.0,0.9568345667046122,1,credential_stuffing,1.0,87,Critical,15,25,0,3,10
user_473,user,2026-07-15 22:48:36.088372,103.22.35.98,Sydney,-33.8688,151.2093,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-62,impossible_travel,22,2,0.5,1.0,0,1,78258.18616516158,7825.818616516158,1.0,1,1,0,0.0,0.145,0,4,0.0,0.8466990872469189,1,impossible_travel,1.0,87,Critical,15,25,8,10,0
user_984,user,2026-07-05 22:32:48.883676,103.22.125.248,Tokyo,35.6762,139.6503,Payroll_DB,critical,password,success,1200,QUERY_TABLE; EXPORT_ALL,Spoofed-MacBook-20,impossible_travel,22,6,0.5,1.0,0,1,108517.32848762306,10851.732848762307,1.0,1,1,0,0.0,0.066826923076923,0,4,0.0,0.8228092852135647,1,impossible_travel,1.0,86,Critical,15,25,8,10,0
